id,label
10225,0.012500
10226,0.012500
10227,0.012500
10228,0.987500
10229,0.868709
1023,0.987500
10230,0.076309
10231,0.987500
10232,0.987500
10233,0.987500
10234,0.012500
10235,0.012500
10236,0.012500
10237,0.012500
10238,0.987500
10239,0.012500
1024,0.012500
10240,0.012500
10241,0.987500
10242,0.987500
10243,0.987500
10244,0.987500
10245,0.987500
10246,0.987500
10247,0.987500
10248,0.012500
10249,0.987500
1025,0.012500
10250,0.012500
10251,0.987500
10252,0.012500
10253,0.987500
10254,0.987500
10255,0.987500
10256,0.987500
10257,0.012500
10258,0.987500
10259,0.987500
1026,0.012500
10260,0.012500
10261,0.987500
10262,0.987500
10263,0.987500
10264,0.012500
10265,0.012500
10266,0.012500
10267,0.012500
10268,0.987500
10269,0.987500
1027,0.012500
10270,0.012500
10271,0.987500
10272,0.012500
10273,0.012500
10274,0.012500
10275,0.987500
10276,0.012500
10277,0.383757
10278,0.586611
10279,0.987500
1028,0.012500
10280,0.987500
10281,0.987500
10282,0.987500
10283,0.987500
10284,0.987500
10285,0.987500
10286,0.012500
10287,0.012500
10288,0.012500
10289,0.012500
1029,0.012500
10290,0.987500
10291,0.987500
10292,0.012500
10293,0.987500
10294,0.012500
10295,0.012500
10296,0.012500
10297,0.987500
10298,0.987500
10299,0.888738
103,0.012500
1030,0.012500
10300,0.987500
10301,0.012500
10302,0.987500
10303,0.012500
10304,0.987500
10305,0.987500
10306,0.987500
10307,0.987500
10308,0.012500
10309,0.012500
1031,0.012500
10310,0.012500
10311,0.012500
10312,0.012500
10313,0.987500
10314,0.012500
10315,0.987500
10316,0.987500
10317,0.987500
10318,0.012500
10319,0.987500
1032,0.012500
10320,0.987500
10321,0.987500
10322,0.987500
10323,0.012500
10324,0.987500
10325,0.012500
10326,0.987500
10327,0.987500
10328,0.012500
10329,0.987500
1033,0.987500
10330,0.012500
10331,0.012500
10332,0.987500
10333,0.012500
10334,0.012500
10335,0.987500
10336,0.012500
10337,0.012500
10338,0.305039
10339,0.987500
1034,0.987500
10340,0.012500
10341,0.012500
10342,0.987500
10343,0.012500
10344,0.987500
10345,0.987500
10346,0.012500
10347,0.987500
10348,0.987500
10349,0.987500
1035,0.012500
10350,0.632947
10351,0.012500
10352,0.987500
10353,0.012500
10354,0.987500
10355,0.987500
10356,0.037835
10357,0.987500
10358,0.012500
10359,0.987500
1036,0.987500
10360,0.034843
10361,0.012500
10362,0.012500
10363,0.012500
10364,0.987500
10365,0.012500
10366,0.987500
10367,0.642404
10368,0.987500
10369,0.012500
1037,0.987500
10370,0.987500
10371,0.012500
10372,0.987500
10373,0.012500
10374,0.987500
10375,0.012500
10376,0.012500
10377,0.012500
10378,0.012500
10379,0.987500
1038,0.987500
10380,0.987500
10381,0.012500
10382,0.012500
10383,0.012500
10384,0.987500
10385,0.987500
10386,0.012500
10387,0.987500
10388,0.012500
10389,0.012500
1039,0.012500
10390,0.987500
10391,0.012500
10392,0.012500
10393,0.012500
10394,0.012500
10395,0.987500
10396,0.987500
10397,0.012500
10398,0.012500
10399,0.987500
104,0.012500
1040,0.987500
10400,0.987500
10401,0.012500
10402,0.012500
10403,0.987500
10404,0.012500
10405,0.012500
10406,0.987500
10407,0.012500
10408,0.012500
10409,0.987500
1041,0.012500
10410,0.012500
10411,0.012500
10412,0.012500
10413,0.012500
10414,0.987500
10415,0.987500
10416,0.012500
10417,0.449767
10418,0.012500
10419,0.987500
1042,0.404418
10420,0.987500
10421,0.987500
10422,0.987500
10423,0.012500
10424,0.012500
10425,0.987500
10426,0.012500
10427,0.987500
10428,0.987500
10429,0.987500
1043,0.012500
10430,0.976947
10431,0.012500
10432,0.987500
10433,0.987500
10434,0.987500
10435,0.012500
10436,0.987500
10437,0.012500
10438,0.987500
10439,0.045802
1044,0.987500
10440,0.012500
10441,0.012500
10442,0.987500
10443,0.987500
10444,0.987500
10445,0.987500
10446,0.987500
10447,0.987500
10448,0.987500
10449,0.987500
1045,0.884796
10450,0.012500
10451,0.012500
10452,0.012500
10453,0.987500
10454,0.012500
10455,0.012500
10456,0.012500
10457,0.012500
10458,0.987500
10459,0.012500
1046,0.012500
10460,0.012500
10461,0.012500
10462,0.987500
10463,0.012500
10464,0.987500
10465,0.987500
10466,0.987500
10467,0.012500
10468,0.012500
10469,0.012500
1047,0.012500
10470,0.012500
10471,0.012500
10472,0.012500
10473,0.987500
10474,0.987500
10475,0.012500
10476,0.987500
10477,0.012500
10478,0.987500
10479,0.987500
1048,0.987500
10480,0.012500
10481,0.012500
10482,0.012500
10483,0.012500
10484,0.987500
10485,0.987500
10486,0.012500
10487,0.987500
10488,0.987500
10489,0.012500
1049,0.012500
10490,0.987500
10491,0.012500
10492,0.987500
10493,0.012500
10494,0.987500
10495,0.012500
10496,0.987500
10497,0.987500
10498,0.012500
10499,0.987500
105,0.987500
1050,0.012500
10500,0.987500
10501,0.987500
10502,0.987500
10503,0.012500
10504,0.987500
10505,0.987500
10506,0.012500
10507,0.790275
10508,0.012500
10509,0.987500
1051,0.012500
10510,0.012500
10511,0.012500
10512,0.012500
10513,0.012500
10514,0.987500
10515,0.012500
10516,0.987500
10517,0.987500
10518,0.987500
10519,0.012500
1052,0.987500
10520,0.987500
10521,0.012500
10522,0.987500
10523,0.987500
10524,0.987500
10525,0.987500
10526,0.987500
10527,0.012500
10528,0.012500
10529,0.012500
1053,0.987500
10530,0.012500
10531,0.987500
10532,0.012500
10533,0.012500
10534,0.987500
10535,0.258015
10536,0.012500
10537,0.987500
10538,0.012500
10539,0.012500
1054,0.987500
10540,0.987500
10541,0.987500
10542,0.987500
10543,0.012500
10544,0.012500
10545,0.012500
10546,0.012500
10547,0.987500
10548,0.987500
10549,0.012500
1055,0.012500
10550,0.987500
10551,0.987500
10552,0.012500
10553,0.012500
10554,0.987500
10555,0.012500
10556,0.987500
10557,0.012500
10558,0.987500
10559,0.987500
1056,0.987500
10560,0.012500
10561,0.987500
10562,0.987500
10563,0.987500
10564,0.987500
10565,0.987500
10566,0.987500
10567,0.987500
10568,0.987500
10569,0.987500
1057,0.987500
10570,0.591773
10571,0.987500
10572,0.012500
10573,0.012500
10574,0.987500
10575,0.012500
10576,0.012500
10577,0.012500
10578,0.987500
10579,0.987500
1058,0.987500
10580,0.987500
10581,0.987500
10582,0.012500
10583,0.987500
10584,0.987500
10585,0.012500
10586,0.012500
10587,0.987500
10588,0.987500
10589,0.012500
1059,0.987500
10590,0.012500
10591,0.987500
10592,0.012500
10593,0.987500
10594,0.987500
10595,0.987500
10596,0.012500
10597,0.012500
10598,0.987500
10599,0.987500
106,0.987500
1060,0.012500
10600,0.987500
10601,0.987500
10602,0.987500
10603,0.012500
10604,0.012500
10605,0.012500
10606,0.987500
10607,0.012500
10608,0.987500
10609,0.987500
1061,0.012500
10610,0.987500
10611,0.012500
10612,0.987500
10613,0.012500
10614,0.012500
10615,0.012500
10616,0.987500
10617,0.012500
10618,0.012500
10619,0.012500
1062,0.012500
10620,0.987500
10621,0.012500
10622,0.966861
10623,0.012500
10624,0.012500
10625,0.987500
10626,0.012500
10627,0.012500
10628,0.012500
10629,0.987500
1063,0.012500
10630,0.012500
10631,0.012500
10632,0.987500
10633,0.987500
10634,0.012500
10635,0.012500
10636,0.987500
10637,0.012500
10638,0.012500
10639,0.987500
1064,0.012500
10640,0.987500
10641,0.987500
10642,0.987500
10643,0.012500
10644,0.987500
10645,0.987500
10646,0.987500
10647,0.836236
10648,0.987500
10649,0.012500
1065,0.012500
10650,0.012500
10651,0.987500
10652,0.012500
10653,0.012500
10654,0.012500
10655,0.012500
10656,0.987500
10657,0.012500
10658,0.987500
10659,0.987500
1066,0.987500
10660,0.012500
10661,0.987500
10662,0.987500
10663,0.987500
10664,0.012500
10665,0.012500
10666,0.987500
10667,0.987500
10668,0.012500
10669,0.012500
1067,0.987500
10670,0.012500
10671,0.012500
10672,0.012500
10673,0.987500
10674,0.012500
10675,0.012500
10676,0.016959
10677,0.012500
10678,0.012500
10679,0.012500
1068,0.987500
10680,0.987500
10681,0.012500
10682,0.012500
10683,0.987500
10684,0.987500
10685,0.012500
10686,0.012500
10687,0.018221
10688,0.987500
10689,0.987500
1069,0.102411
10690,0.012500
10691,0.012500
10692,0.987500
10693,0.012500
10694,0.012500
10695,0.987500
10696,0.987500
10697,0.987500
10698,0.012500
10699,0.987500
107,0.012500
1070,0.987500
10700,0.012500
10701,0.987500
10702,0.987500
10703,0.012500
10704,0.012500
10705,0.987500
10706,0.987500
10707,0.987500
10708,0.199580
10709,0.987500
1071,0.012500
10710,0.987500
10711,0.012500
10712,0.987500
10713,0.012500
10714,0.987500
10715,0.987500
10716,0.012500
10717,0.987500
10718,0.012500
10719,0.987500
1072,0.987500
10720,0.987500
10721,0.012500
10722,0.012500
10723,0.987500
10724,0.987500
10725,0.987500
10726,0.012500
10727,0.012500
10728,0.012500
10729,0.012500
1073,0.012500
10730,0.987500
10731,0.987500
10732,0.012500
10733,0.987500
10734,0.012500
10735,0.012500
10736,0.987500
10737,0.012500
10738,0.987500
10739,0.987500
1074,0.987500
10740,0.987500
10741,0.012500
10742,0.987500
10743,0.987500
10744,0.987500
10745,0.012500
10746,0.012500
10747,0.012500
10748,0.012500
10749,0.012500
1075,0.987500
10750,0.987500
10751,0.012500
10752,0.987500
10753,0.987500
10754,0.012500
10755,0.987500
10756,0.987500
10757,0.012500
10758,0.987500
10759,0.012500
1076,0.012500
10760,0.012500
10761,0.033030
10762,0.012500
10763,0.012500
10764,0.012500
10765,0.987500
10766,0.987500
10767,0.987500
10768,0.987500
10769,0.987500
1077,0.987500
10770,0.987500
10771,0.987500
10772,0.987500
10773,0.987500
10774,0.012500
10775,0.012500
10776,0.012500
10777,0.987500
10778,0.012500
10779,0.012500
1078,0.012500
10780,0.012500
10781,0.012500
10782,0.987500
10783,0.012500
10784,0.012500
10785,0.987500
10786,0.012500
10787,0.987500
10788,0.987500
10789,0.012500
1079,0.987500
10790,0.987500
10791,0.012500
10792,0.012500
10793,0.013255
10794,0.987500
10795,0.987500
10796,0.012500
10797,0.012500
10798,0.987500
10799,0.012500
108,0.012500
1080,0.987500
10800,0.978122
10801,0.421132
10802,0.012500
10803,0.012500
10804,0.987500
10805,0.012500
10806,0.987500
10807,0.012500
10808,0.987500
10809,0.012500
1081,0.987500
10810,0.012500
10811,0.987500
10812,0.012500
10813,0.012500
10814,0.012500
10815,0.987500
10816,0.012500
10817,0.012500
10818,0.012500
10819,0.012500
1082,0.987500
10820,0.987500
10821,0.987500
10822,0.012500
10823,0.012500
10824,0.012500
10825,0.987500
10826,0.987500
10827,0.012500
10828,0.012500
10829,0.987500
1083,0.987500
10830,0.012500
10831,0.987500
10832,0.987500
10833,0.012500
10834,0.012500
10835,0.012500
10836,0.987500
10837,0.012500
10838,0.987500
10839,0.012500
1084,0.012500
10840,0.012500
10841,0.012500
10842,0.012500
10843,0.012500
10844,0.987500
10845,0.987500
10846,0.794138
10847,0.987500
10848,0.987500
10849,0.012500
1085,0.482627
10850,0.012500
10851,0.987500
10852,0.987500
10853,0.987500
10854,0.987500
10855,0.987500
10856,0.012500
10857,0.987500
10858,0.987500
10859,0.987500
1086,0.987500
10860,0.012500
10861,0.987500
10862,0.012500
10863,0.987500
10864,0.012500
10865,0.012500
10866,0.987500
10867,0.012500
10868,0.088553
10869,0.987500
1087,0.987500
10870,0.987500
10871,0.012500
10872,0.987500
10873,0.012500
10874,0.987500
10875,0.987500
10876,0.987500
10877,0.012500
10878,0.012500
10879,0.987500
1088,0.012500
10880,0.012500
10881,0.987500
10882,0.987500
10883,0.987500
10884,0.012500
10885,0.012500
10886,0.012500
10887,0.012500
10888,0.987500
10889,0.494272
1089,0.987500
10890,0.012500
10891,0.012500
10892,0.987500
10893,0.012500
10894,0.012500
10895,0.987500
10896,0.987500
10897,0.987500
10898,0.987500
10899,0.987500
109,0.987500
1090,0.012500
10900,0.987500
10901,0.012500
10902,0.987500
10903,0.987500
10904,0.987500
10905,0.987500
10906,0.012500
10907,0.987500
10908,0.012500
10909,0.987500
1091,0.987500
10910,0.012500
10911,0.987500
10912,0.987500
10913,0.012500
10914,0.987500
10915,0.012500
10916,0.987500
10917,0.012500
10918,0.012500
10919,0.987500
1092,0.012500
10920,0.987500
10921,0.012500
10922,0.012500
10923,0.012500
10924,0.987500
10925,0.987500
10926,0.987500
10927,0.012500
10928,0.012500
10929,0.987500
1093,0.987500
10930,0.987500
10931,0.012500
10932,0.987500
10933,0.012500
10934,0.012500
10935,0.987500
10936,0.987500
10937,0.987500
10938,0.012500
10939,0.012500
1094,0.987500
10940,0.987500
10941,0.012500
10942,0.012500
10943,0.021244
10944,0.012500
10945,0.012500
10946,0.987500
10947,0.012500
10948,0.987500
10949,0.012500
1095,0.987500
10950,0.012500
10951,0.987500
10952,0.987500
10953,0.012500
10954,0.987500
10955,0.012500
10956,0.012500
10957,0.987500
10958,0.012500
10959,0.987500
1096,0.987500
10960,0.012500
10961,0.987500
10962,0.987500
10963,0.987500
10964,0.012500
10965,0.012500
10966,0.987500
10967,0.012500
10968,0.987500
10969,0.012500
1097,0.012500
10970,0.012500
10971,0.012500
10972,0.012500
10973,0.987500
10974,0.987500
10975,0.012500
10976,0.987500
10977,0.012500
10978,0.012500
10979,0.987500
1098,0.171708
10980,0.012500
10981,0.987500
10982,0.987500
10983,0.987500
10984,0.987500
10985,0.987500
10986,0.012500
10987,0.012500
10988,0.012500
10989,0.012500
1099,0.012500
10990,0.987500
10991,0.012500
10992,0.012500
10993,0.987500
10994,0.987500
10995,0.012500
10996,0.987500
10997,0.012500
10998,0.987500
10999,0.012500
11,0.012500
110,0.987500
1100,0.987500
11000,0.053397
11001,0.987500
11002,0.987500
11003,0.012500
11004,0.012500
11005,0.987500
11006,0.987500
11007,0.987500
11008,0.012500
11009,0.985340
1101,0.987500
11010,0.987500
11011,0.987500
11012,0.987500
11013,0.987500
11014,0.987500
11015,0.987500
11016,0.987500
11017,0.012500
11018,0.012500
11019,0.987500
1102,0.012500
11020,0.987500
11021,0.987500
11022,0.012500
11023,0.987500
11024,0.987500
11025,0.012500
11026,0.012500
11027,0.987500
11028,0.012500
11029,0.987500
1103,0.012500
11030,0.987500
11031,0.012500
11032,0.012500
11033,0.987500
11034,0.987500
11035,0.987500
11036,0.987500
11037,0.987500
11038,0.012500
11039,0.012500
1104,0.012500
11040,0.012500
11041,0.987500
11042,0.012500
11043,0.987500
11044,0.987500
11045,0.012500
11046,0.987500
11047,0.987500
11048,0.987500
11049,0.012500
1105,0.987500
11050,0.987500
11051,0.987500
11052,0.012500
11053,0.987500
11054,0.987500
11055,0.012500
11056,0.012500
11057,0.987500
11058,0.012500
11059,0.012500
1106,0.987500
11060,0.778863
11061,0.012500
11062,0.987500
11063,0.987500
11064,0.012500
11065,0.987500
11066,0.987500
11067,0.012500
11068,0.012500
11069,0.987500
1107,0.012500
11070,0.987500
11071,0.987500
11072,0.012500
11073,0.012500
11074,0.012500
11075,0.012500
11076,0.012500
11077,0.012500
11078,0.012500
11079,0.987500
1108,0.987500
11080,0.987500
11081,0.987500
11082,0.012500
11083,0.987500
11084,0.987500
11085,0.987500
11086,0.012500
11087,0.012500
11088,0.012500
11089,0.987500
1109,0.012500
11090,0.987500
11091,0.012500
11092,0.987500
11093,0.987500
11094,0.012500
11095,0.987500
11096,0.987500
11097,0.987500
11098,0.012500
11099,0.066624
111,0.987500
1110,0.012500
11100,0.987500
11101,0.987500
11102,0.012500
11103,0.012500
11104,0.987500
11105,0.012500
11106,0.012500
11107,0.987500
11108,0.012500
11109,0.012500
1111,0.012500
11110,0.012500
11111,0.987500
11112,0.987500
11113,0.012500
11114,0.987500
11115,0.012500
11116,0.987500
11117,0.987500
11118,0.012500
11119,0.012500
1112,0.012500
11120,0.012500
11121,0.987500
11122,0.012500
11123,0.987500
11124,0.012500
11125,0.987500
11126,0.987500
11127,0.012500
11128,0.987500
11129,0.012500
1113,0.012500
11130,0.012500
11131,0.012500
11132,0.987500
11133,0.987500
11134,0.987500
11135,0.012500
11136,0.012500
11137,0.012500
11138,0.987500
11139,0.987500
1114,0.987500
11140,0.987500
11141,0.987500
11142,0.012500
11143,0.987500
11144,0.012500
11145,0.987500
11146,0.987500
11147,0.987500
11148,0.987500
11149,0.987500
1115,0.987500
11150,0.012500
11151,0.987500
11152,0.987500
11153,0.987500
11154,0.987500
11155,0.987500
11156,0.012997
11157,0.987500
11158,0.012500
11159,0.987500
1116,0.987500
11160,0.012500
11161,0.987500
11162,0.012500
11163,0.926871
11164,0.987500
11165,0.987500
11166,0.012500
11167,0.012500
11168,0.012500
11169,0.987500
1117,0.012500
11170,0.987500
11171,0.012500
11172,0.012500
11173,0.987500
11174,0.987500
11175,0.987500
11176,0.987500
11177,0.012500
11178,0.987500
11179,0.012500
1118,0.012500
11180,0.987500
11181,0.987500
11182,0.987500
11183,0.012500
11184,0.012500
11185,0.012500
11186,0.012500
11187,0.012500
11188,0.987500
11189,0.987500
1119,0.012500
11190,0.012500
11191,0.987500
11192,0.012500
11193,0.987500
11194,0.987500
11195,0.987500
11196,0.012500
11197,0.012500
11198,0.012500
11199,0.012500
112,0.987500
1120,0.012500
11200,0.979539
11201,0.987500
11202,0.987500
11203,0.012500
11204,0.987500
11205,0.987500
11206,0.012500
11207,0.012500
11208,0.987500
11209,0.012500
1121,0.987500
11210,0.987500
11211,0.981252
11212,0.987500
11213,0.987500
11214,0.012500
11215,0.012500
11216,0.012500
11217,0.987500
11218,0.987500
11219,0.012500
1122,0.987500
11220,0.979030
11221,0.012500
11222,0.987500
11223,0.202142
11224,0.987500
11225,0.012500
11226,0.012500
11227,0.987500
11228,0.093975
11229,0.987500
1123,0.012500
11230,0.987500
11231,0.725946
11232,0.987500
11233,0.012500
11234,0.012500
11235,0.987500
11236,0.012500
11237,0.987500
11238,0.987500
11239,0.987500
1124,0.012500
11240,0.012500
11241,0.987500
11242,0.987500
11243,0.012500
11244,0.987500
11245,0.987500
11246,0.979198
11247,0.987500
11248,0.987500
11249,0.987500
1125,0.012500
11250,0.987500
11251,0.987500
11252,0.012500
11253,0.987500
11254,0.987500
11255,0.987500
11256,0.012500
11257,0.012500
11258,0.987500
11259,0.012500
1126,0.012500
11260,0.012500
11261,0.987500
11262,0.987500
11263,0.012500
11264,0.012500
11265,0.987500
11266,0.012500
11267,0.012500
11268,0.987500
11269,0.987500
1127,0.012500
11270,0.012500
11271,0.012500
11272,0.987500
11273,0.987500
11274,0.987500
11275,0.012500
11276,0.012500
11277,0.987500
11278,0.987500
11279,0.987500
1128,0.012500
11280,0.657966
11281,0.987500
11282,0.987500
11283,0.987500
11284,0.987500
11285,0.012500
11286,0.987500
11287,0.012500
11288,0.012500
11289,0.012500
1129,0.987500
11290,0.987500
11291,0.012500
11292,0.987500
11293,0.987500
11294,0.987500
11295,0.012500
11296,0.987500
11297,0.987500
11298,0.012500
11299,0.012500
113,0.987500
1130,0.987500
11300,0.987500
11301,0.012500
11302,0.987500
11303,0.987500
11304,0.987500
11305,0.987500
11306,0.987500
11307,0.987500
11308,0.987500
11309,0.987500
1131,0.987500
11310,0.987500
11311,0.987500
11312,0.987500
11313,0.012500
11314,0.987500
11315,0.012500
11316,0.987500
11317,0.012500
11318,0.012500
11319,0.987500
1132,0.012500
11320,0.987500
11321,0.987500
11322,0.987500
11323,0.012500
11324,0.012500
11325,0.012500
11326,0.987500
11327,0.987500
11328,0.012500
11329,0.987500
1133,0.012500
11330,0.012500
11331,0.987500
11332,0.987500
11333,0.987500
11334,0.987500
11335,0.987500
11336,0.012500
11337,0.987500
11338,0.012500
11339,0.987500
1134,0.012500
11340,0.987500
11341,0.987500
11342,0.017172
11343,0.987500
11344,0.987500
11345,0.012500
11346,0.987500
11347,0.987500
11348,0.987500
11349,0.987500
1135,0.012500
11350,0.012500
11351,0.012500
11352,0.987500
11353,0.012500
11354,0.012500
11355,0.012500
11356,0.987500
11357,0.987500
11358,0.987500
11359,0.012500
1136,0.987500
11360,0.987500
11361,0.012500
11362,0.012500
11363,0.987500
11364,0.012500
11365,0.012500
11366,0.987500
11367,0.012500
11368,0.359043
11369,0.012500
1137,0.012500
11370,0.987500
11371,0.987500
11372,0.012500
11373,0.012500
11374,0.012500
11375,0.012500
11376,0.012500
11377,0.012500
11378,0.987500
11379,0.987500
1138,0.012500
11380,0.987500
11381,0.012500
11382,0.987500
11383,0.987500
11384,0.012500
11385,0.987500
11386,0.987500
11387,0.987500
11388,0.012500
11389,0.012500
1139,0.012500
11390,0.012500
11391,0.987500
11392,0.012500
11393,0.012500
11394,0.987500
11395,0.987500
11396,0.012500
11397,0.012500
11398,0.987500
11399,0.987500
114,0.012500
1140,0.012500
11400,0.987500
11401,0.012500
11402,0.987500
11403,0.012500
11404,0.012500
11405,0.012500
11406,0.987500
11407,0.012500
11408,0.987500
11409,0.012500
1141,0.012500
11410,0.012500
11411,0.987500
11412,0.987500
11413,0.012500
11414,0.012500
11415,0.012500
11416,0.987500
11417,0.987500
11418,0.987500
11419,0.987500
1142,0.012500
11420,0.987500
11421,0.987500
11422,0.987500
11423,0.987500
11424,0.012500
11425,0.987500
11426,0.987500
11427,0.987500
11428,0.987500
11429,0.987500
1143,0.012500
11430,0.987500
11431,0.012500
11432,0.012500
11433,0.012500
11434,0.012500
11435,0.987500
11436,0.987500
11437,0.987500
11438,0.987500
11439,0.987500
1144,0.987500
11440,0.012500
11441,0.987500
11442,0.987500
11443,0.987500
11444,0.012500
11445,0.987500
11446,0.012500
11447,0.012500
11448,0.987500
11449,0.987500
1145,0.987500
11450,0.012500
11451,0.987500
11452,0.987500
11453,0.987500
11454,0.987500
11455,0.012500
11456,0.012500
11457,0.012500
11458,0.987500
11459,0.987500
1146,0.987500
11460,0.012500
11461,0.987500
11462,0.012500
11463,0.012500
11464,0.987500
11465,0.012500
11466,0.012500
11467,0.012500
11468,0.987500
11469,0.987500
1147,0.987500
11470,0.987500
11471,0.987500
11472,0.987500
11473,0.987500
11474,0.012500
11475,0.012500
11476,0.835812
11477,0.012500
11478,0.987500
11479,0.012500
1148,0.012500
11480,0.012500
11481,0.012500
11482,0.987500
11483,0.987500
11484,0.012500
11485,0.012500
11486,0.987500
11487,0.987500
11488,0.987500
11489,0.012500
1149,0.987500
11490,0.987500
11491,0.012500
11492,0.012500
11493,0.012500
11494,0.987500
11495,0.012500
11496,0.987500
11497,0.987500
11498,0.012500
11499,0.012500
115,0.012500
1150,0.012500
11500,0.012500
11501,0.012500
11502,0.987500
11503,0.987500
11504,0.012500
11505,0.012500
11506,0.987500
11507,0.987500
11508,0.012500
11509,0.012500
1151,0.987500
11510,0.987500
11511,0.012500
11512,0.987500
11513,0.987500
11514,0.987500
11515,0.987500
11516,0.987500
11517,0.012500
11518,0.012500
11519,0.987500
1152,0.012500
11520,0.987500
11521,0.987500
11522,0.987500
11523,0.012500
11524,0.987500
11525,0.012500
11526,0.987500
11527,0.987500
11528,0.012500
11529,0.012500
1153,0.012500
11530,0.987500
11531,0.012500
11532,0.054056
11533,0.987500
11534,0.012500
11535,0.987500
11536,0.987500
11537,0.987500
11538,0.012500
11539,0.987500
1154,0.987500
11540,0.034095
11541,0.987500
11542,0.987500
11543,0.012500
11544,0.012500
11545,0.012500
11546,0.012500
11547,0.012500
11548,0.987500
11549,0.012500
1155,0.987500
11550,0.987500
11551,0.012500
11552,0.987500
11553,0.987500
11554,0.987500
11555,0.987500
11556,0.012500
11557,0.012500
11558,0.987500
11559,0.012500
1156,0.012500
11560,0.012500
11561,0.987500
11562,0.987500
11563,0.012500
11564,0.012500
11565,0.012500
11566,0.012500
11567,0.987500
11568,0.987500
11569,0.987500
1157,0.987500
11570,0.012500
11571,0.987500
11572,0.012500
11573,0.012500
